U$1, 327.22, 13.00, 90.00, 4-PIN-RAY-WU-13.5MM, 4PIN-RAY-WU-EDGE-CONNECTOR
U$475, 38.89, 25.10, 0.00, 3512-LED, 3512-LED
U$476, 38.91, 18.90, 180.00, 3512-LED, 3512-LED
U$477, 30.10, 22.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$479, 30.09, 25.10, 0.00, 3512-LED, 3512-LED
U$480, 30.11, 18.90, 180.00, 3512-LED, 3512-LED
U$481, 21.30, 20.40, 180.00, 0603-1U-CAP, 0603
U$482, 21.30, 22.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$484, 21.29, 25.10, 0.00, 3512-LED, 3512-LED
U$485, 21.31, 18.90, 180.00, 3512-LED, 3512-LED
U$486, 12.50, 22.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$488, 12.49, 25.10, 0.00, 3512-LED, 3512-LED
U$489, 12.51, 18.90, 180.00, 3512-LED, 3512-LED
U$4891, 327.22, 148.00, 90.00, 4-PIN-RAY-WU-13.5MM, 4PIN-RAY-WU-EDGE-CONNECTOR
U$4892, 320.50, 146.40, 180.00, 0603-1U-CAP, 0603
U$4893, 320.50, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4895, 320.49, 151.10, 0.00, 3512-LED, 3512-LED
U$4896, 320.51, 144.90, 180.00, 3512-LED, 3512-LED
U$4897, 311.70, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4899, 311.69, 151.10, 0.00, 3512-LED, 3512-LED
U$4900, 311.71, 144.90, 180.00, 3512-LED, 3512-LED
U$4901, 302.90, 146.40, 180.00, 0603-1U-CAP, 0603
U$4902, 302.90, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4904, 302.89, 151.10, 0.00, 3512-LED, 3512-LED
U$4905, 302.91, 144.90, 180.00, 3512-LED, 3512-LED
U$4906, 294.10, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4908, 294.09, 151.10, 0.00, 3512-LED, 3512-LED
U$4909, 294.11, 144.90, 180.00, 3512-LED, 3512-LED
U$4910, 285.30, 146.40, 180.00, 0603-1U-CAP, 0603
U$4911, 285.30, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4913, 285.29, 151.10, 0.00, 3512-LED, 3512-LED
U$4914, 285.31, 144.90, 180.00, 3512-LED, 3512-LED
U$4915, 276.50, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4917, 276.49, 151.10, 0.00, 3512-LED, 3512-LED
U$4918, 276.51, 144.90, 180.00, 3512-LED, 3512-LED
U$4919, 267.70, 146.40, 180.00, 0603-1U-CAP, 0603
U$4920, 267.70, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4922, 267.69, 151.10, 0.00, 3512-LED, 3512-LED
U$4923, 267.71, 144.90, 180.00, 3512-LED, 3512-LED
U$4924, 258.90, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4926, 258.89, 151.10, 0.00, 3512-LED, 3512-LED
U$4927, 258.91, 144.90, 180.00, 3512-LED, 3512-LED
U$4928, 250.10, 146.40, 180.00, 0603-1U-CAP, 0603
U$4929, 250.10, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4931, 250.09, 151.10, 0.00, 3512-LED, 3512-LED
U$4932, 250.11, 144.90, 180.00, 3512-LED, 3512-LED
U$4933, 241.30, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4935, 241.29, 151.10, 0.00, 3512-LED, 3512-LED
U$4936, 241.31, 144.90, 180.00, 3512-LED, 3512-LED
U$4937, 232.50, 146.40, 180.00, 0603-1U-CAP, 0603
U$4938, 232.50, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4940, 232.49, 151.10, 0.00, 3512-LED, 3512-LED
U$4941, 232.51, 144.90, 180.00, 3512-LED, 3512-LED
U$4942, 223.70, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4944, 223.69, 151.10, 0.00, 3512-LED, 3512-LED
U$4945, 223.71, 144.90, 180.00, 3512-LED, 3512-LED
U$4946, 214.90, 146.40, 180.00, 0603-1U-CAP, 0603
U$4947, 214.90, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4949, 214.89, 151.10, 0.00, 3512-LED, 3512-LED
U$4950, 214.91, 144.90, 180.00, 3512-LED, 3512-LED
U$4951, 206.10, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4953, 206.09, 151.10, 0.00, 3512-LED, 3512-LED
U$4954, 206.11, 144.90, 180.00, 3512-LED, 3512-LED
U$4955, 197.30, 146.40, 180.00, 0603-1U-CAP, 0603
U$4956, 197.30, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4958, 197.29, 151.10, 0.00, 3512-LED, 3512-LED
U$4959, 197.31, 144.90, 180.00, 3512-LED, 3512-LED
U$4960, 188.50, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4962, 188.49, 151.10, 0.00, 3512-LED, 3512-LED
U$4963, 188.51, 144.90, 180.00, 3512-LED, 3512-LED
U$4964, 179.70, 146.40, 180.00, 0603-1U-CAP, 0603
U$4965, 179.70, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4967, 179.69, 151.10, 0.00, 3512-LED, 3512-LED
U$4968, 179.71, 144.90, 180.00, 3512-LED, 3512-LED
U$4969, 170.90, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4971, 170.89, 151.10, 0.00, 3512-LED, 3512-LED
U$4972, 170.91, 144.90, 180.00, 3512-LED, 3512-LED
U$4973, 162.10, 146.40, 180.00, 0603-1U-CAP, 0603
U$4974, 162.10, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4976, 162.09, 151.10, 0.00, 3512-LED, 3512-LED
U$4977, 162.11, 144.90, 180.00, 3512-LED, 3512-LED
U$4978, 153.30, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4980, 153.29, 151.10, 0.00, 3512-LED, 3512-LED
U$4981, 153.31, 144.90, 180.00, 3512-LED, 3512-LED
U$4982, 144.50, 146.40, 180.00, 0603-1U-CAP, 0603
U$4983, 144.50, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4985, 144.49, 151.10, 0.00, 3512-LED, 3512-LED
U$4986, 144.51, 144.90, 180.00, 3512-LED, 3512-LED
U$4987, 135.70, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4989, 135.69, 151.10, 0.00, 3512-LED, 3512-LED
U$4990, 135.71, 144.90, 180.00, 3512-LED, 3512-LED
U$4991, 126.90, 146.40, 180.00, 0603-1U-CAP, 0603
U$4992, 126.90, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4994, 126.89, 151.10, 0.00, 3512-LED, 3512-LED
U$4995, 126.91, 144.90, 180.00, 3512-LED, 3512-LED
U$4996, 118.10, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4998, 118.09, 151.10, 0.00, 3512-LED, 3512-LED
U$4999, 118.11, 144.90, 180.00, 3512-LED, 3512-LED
U$5, 320.49, 16.10, 0.00, 3512-LED, 3512-LED
U$5000, 109.30, 146.40, 180.00, 0603-1U-CAP, 0603
U$5001, 109.30, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5003, 109.29, 151.10, 0.00, 3512-LED, 3512-LED
U$5004, 109.31, 144.90, 180.00, 3512-LED, 3512-LED
U$5005, 100.50, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5007, 100.49, 151.10, 0.00, 3512-LED, 3512-LED
U$5008, 100.51, 144.90, 180.00, 3512-LED, 3512-LED
U$5009, 91.70, 146.40, 180.00, 0603-1U-CAP, 0603
U$5010, 91.70, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5012, 91.69, 151.10, 0.00, 3512-LED, 3512-LED
U$5013, 91.71, 144.90, 180.00, 3512-LED, 3512-LED
U$5014, 82.90, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5016, 82.89, 151.10, 0.00, 3512-LED, 3512-LED
U$5017, 82.91, 144.90, 180.00, 3512-LED, 3512-LED
U$5018, 74.10, 146.40, 180.00, 0603-1U-CAP, 0603
U$5019, 74.10, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5021, 74.09, 151.10, 0.00, 3512-LED, 3512-LED
U$5022, 74.11, 144.90, 180.00, 3512-LED, 3512-LED
U$5023, 65.30, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5025, 65.29, 151.10, 0.00, 3512-LED, 3512-LED
U$5026, 65.31, 144.90, 180.00, 3512-LED, 3512-LED
U$5027, 56.50, 146.40, 180.00, 0603-1U-CAP, 0603
U$5028, 56.50, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5030, 56.49, 151.10, 0.00, 3512-LED, 3512-LED
U$5031, 56.51, 144.90, 180.00, 3512-LED, 3512-LED
U$5032, 47.70, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5034, 47.69, 151.10, 0.00, 3512-LED, 3512-LED
U$5035, 47.71, 144.90, 180.00, 3512-LED, 3512-LED
U$5036, 38.90, 146.40, 180.00, 0603-1U-CAP, 0603
U$5037, 38.90, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5039, 38.89, 151.10, 0.00, 3512-LED, 3512-LED
U$5040, 38.91, 144.90, 180.00, 3512-LED, 3512-LED
U$5041, 30.10, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5043, 30.09, 151.10, 0.00, 3512-LED, 3512-LED
U$5044, 30.11, 144.90, 180.00, 3512-LED, 3512-LED
U$5045, 21.30, 146.40, 180.00, 0603-1U-CAP, 0603
U$5046, 21.30, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5048, 21.29, 151.10, 0.00, 3512-LED, 3512-LED
U$5049, 21.31, 144.90, 180.00, 3512-LED, 3512-LED
U$5050, 12.50, 148.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5052, 12.49, 151.10, 0.00, 3512-LED, 3512-LED
U$5053, 12.51, 144.90, 180.00, 3512-LED, 3512-LED
U$52, 267.70, 11.40, 180.00, 0603-1U-CAP, 0603
U$5217, 327.22, 157.00, 90.00, 4-PIN-RAY-WU-13.5MM, 4PIN-RAY-WU-EDGE-CONNECTOR
U$5218, 320.50, 155.40, 180.00, 0603-1U-CAP, 0603
U$5219, 320.50, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5221, 320.49, 160.10, 0.00, 3512-LED, 3512-LED
U$5222, 320.51, 153.90, 180.00, 3512-LED, 3512-LED
U$5223, 311.70, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5225, 311.69, 160.10, 0.00, 3512-LED, 3512-LED
U$5226, 311.71, 153.90, 180.00, 3512-LED, 3512-LED
U$5227, 302.90, 155.40, 180.00, 0603-1U-CAP, 0603
U$5228, 302.90, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5230, 302.89, 160.10, 0.00, 3512-LED, 3512-LED
U$5231, 302.91, 153.90, 180.00, 3512-LED, 3512-LED
U$5232, 294.10, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5234, 294.09, 160.10, 0.00, 3512-LED, 3512-LED
U$5235, 294.11, 153.90, 180.00, 3512-LED, 3512-LED
U$5236, 285.30, 155.40, 180.00, 0603-1U-CAP, 0603
U$5237, 285.30, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5239, 285.29, 160.10, 0.00, 3512-LED, 3512-LED
U$5240, 285.31, 153.90, 180.00, 3512-LED, 3512-LED
U$5241, 276.50, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5243, 276.49, 160.10, 0.00, 3512-LED, 3512-LED
U$5244, 276.51, 153.90, 180.00, 3512-LED, 3512-LED
U$5245, 267.70, 155.40, 180.00, 0603-1U-CAP, 0603
U$5246, 267.70, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5248, 267.69, 160.10, 0.00, 3512-LED, 3512-LED
U$5249, 267.71, 153.90, 180.00, 3512-LED, 3512-LED
U$5250, 258.90, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5252, 258.89, 160.10, 0.00, 3512-LED, 3512-LED
U$5253, 258.91, 153.90, 180.00, 3512-LED, 3512-LED
U$5254, 250.10, 155.40, 180.00, 0603-1U-CAP, 0603
U$5255, 250.10, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5257, 250.09, 160.10, 0.00, 3512-LED, 3512-LED
U$5258, 250.11, 153.90, 180.00, 3512-LED, 3512-LED
U$5259, 241.30, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5261, 241.29, 160.10, 0.00, 3512-LED, 3512-LED
U$5262, 241.31, 153.90, 180.00, 3512-LED, 3512-LED
U$5263, 232.50, 155.40, 180.00, 0603-1U-CAP, 0603
U$5264, 232.50, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5266, 232.49, 160.10, 0.00, 3512-LED, 3512-LED
U$5267, 232.51, 153.90, 180.00, 3512-LED, 3512-LED
U$5268, 223.70, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5270, 223.69, 160.10, 0.00, 3512-LED, 3512-LED
U$5271, 223.71, 153.90, 180.00, 3512-LED, 3512-LED
U$5272, 214.90, 155.40, 180.00, 0603-1U-CAP, 0603
U$5273, 214.90, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5275, 214.89, 160.10, 0.00, 3512-LED, 3512-LED
U$5276, 214.91, 153.90, 180.00, 3512-LED, 3512-LED
U$5277, 206.10, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5279, 206.09, 160.10, 0.00, 3512-LED, 3512-LED
U$5280, 206.11, 153.90, 180.00, 3512-LED, 3512-LED
U$5281, 197.30, 155.40, 180.00, 0603-1U-CAP, 0603
U$5282, 197.30, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5284, 197.29, 160.10, 0.00, 3512-LED, 3512-LED
U$5285, 197.31, 153.90, 180.00, 3512-LED, 3512-LED
U$5286, 188.50, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5288, 188.49, 160.10, 0.00, 3512-LED, 3512-LED
U$5289, 188.51, 153.90, 180.00, 3512-LED, 3512-LED
U$5290, 179.70, 155.40, 180.00, 0603-1U-CAP, 0603
U$5291, 179.70, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5293, 179.69, 160.10, 0.00, 3512-LED, 3512-LED
U$5294, 179.71, 153.90, 180.00, 3512-LED, 3512-LED
U$5295, 170.90, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5297, 170.89, 160.10, 0.00, 3512-LED, 3512-LED
U$5298, 170.91, 153.90, 180.00, 3512-LED, 3512-LED
U$5299, 162.10, 155.40, 180.00, 0603-1U-CAP, 0603
U$53, 267.70, 13.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5300, 162.10, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5302, 162.09, 160.10, 0.00, 3512-LED, 3512-LED
U$5303, 162.11, 153.90, 180.00, 3512-LED, 3512-LED
U$5304, 153.30, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5306, 153.29, 160.10, 0.00, 3512-LED, 3512-LED
U$5307, 153.31, 153.90, 180.00, 3512-LED, 3512-LED
U$5308, 144.50, 155.40, 180.00, 0603-1U-CAP, 0603
U$5309, 144.50, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5311, 144.49, 160.10, 0.00, 3512-LED, 3512-LED
U$5312, 144.51, 153.90, 180.00, 3512-LED, 3512-LED
U$5313, 135.70, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5315, 135.69, 160.10, 0.00, 3512-LED, 3512-LED
U$5316, 135.71, 153.90, 180.00, 3512-LED, 3512-LED
U$5317, 126.90, 155.40, 180.00, 0603-1U-CAP, 0603
U$5318, 126.90, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5320, 126.89, 160.10, 0.00, 3512-LED, 3512-LED
U$5321, 126.91, 153.90, 180.00, 3512-LED, 3512-LED
U$5322, 118.10, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5324, 118.09, 160.10, 0.00, 3512-LED, 3512-LED
U$5325, 118.11, 153.90, 180.00, 3512-LED, 3512-LED
U$5326, 109.30, 155.40, 180.00, 0603-1U-CAP, 0603
U$5327, 109.30, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5329, 109.29, 160.10, 0.00, 3512-LED, 3512-LED
U$5330, 109.31, 153.90, 180.00, 3512-LED, 3512-LED
U$5331, 100.50, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5333, 100.49, 160.10, 0.00, 3512-LED, 3512-LED
U$5334, 100.51, 153.90, 180.00, 3512-LED, 3512-LED
U$5335, 91.70, 155.40, 180.00, 0603-1U-CAP, 0603
U$5336, 91.70, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5338, 91.69, 160.10, 0.00, 3512-LED, 3512-LED
U$5339, 91.71, 153.90, 180.00, 3512-LED, 3512-LED
U$5340, 82.90, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5342, 82.89, 160.10, 0.00, 3512-LED, 3512-LED
U$5343, 82.91, 153.90, 180.00, 3512-LED, 3512-LED
U$5344, 74.10, 155.40, 180.00, 0603-1U-CAP, 0603
U$5345, 74.10, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5347, 74.09, 160.10, 0.00, 3512-LED, 3512-LED
U$5348, 74.11, 153.90, 180.00, 3512-LED, 3512-LED
U$5349, 65.30, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5351, 65.29, 160.10, 0.00, 3512-LED, 3512-LED
U$5352, 65.31, 153.90, 180.00, 3512-LED, 3512-LED
U$5353, 56.50, 155.40, 180.00, 0603-1U-CAP, 0603
U$5354, 56.50, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5356, 56.49, 160.10, 0.00, 3512-LED, 3512-LED
U$5357, 56.51, 153.90, 180.00, 3512-LED, 3512-LED
U$5358, 47.70, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5360, 47.69, 160.10, 0.00, 3512-LED, 3512-LED
U$5361, 47.71, 153.90, 180.00, 3512-LED, 3512-LED
U$5362, 38.90, 155.40, 180.00, 0603-1U-CAP, 0603
U$5363, 38.90, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5365, 38.89, 160.10, 0.00, 3512-LED, 3512-LED
U$5366, 38.91, 153.90, 180.00, 3512-LED, 3512-LED
U$5367, 30.10, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5369, 30.09, 160.10, 0.00, 3512-LED, 3512-LED
U$5370, 30.11, 153.90, 180.00, 3512-LED, 3512-LED
U$5371, 21.30, 155.40, 180.00, 0603-1U-CAP, 0603
U$5372, 21.30, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5374, 21.29, 160.10, 0.00, 3512-LED, 3512-LED
U$5375, 21.31, 153.90, 180.00, 3512-LED, 3512-LED
U$5376, 12.50, 157.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5378, 12.49, 160.10, 0.00, 3512-LED, 3512-LED
U$5379, 12.51, 153.90, 180.00, 3512-LED, 3512-LED
U$54, 276.50, 13.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5543, 327.22, 166.00, 90.00, 4-PIN-RAY-WU-13.5MM, 4PIN-RAY-WU-EDGE-CONNECTOR
U$5544, 320.50, 164.40, 180.00, 0603-1U-CAP, 0603
U$5545, 320.50, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5547, 320.49, 169.10, 0.00, 3512-LED, 3512-LED
U$5548, 320.51, 162.90, 180.00, 3512-LED, 3512-LED
U$5549, 311.70, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5551, 311.69, 169.10, 0.00, 3512-LED, 3512-LED
U$5552, 311.71, 162.90, 180.00, 3512-LED, 3512-LED
U$5553, 302.90, 164.40, 180.00, 0603-1U-CAP, 0603
U$5554, 302.90, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5556, 302.89, 169.10, 0.00, 3512-LED, 3512-LED
U$5557, 302.91, 162.90, 180.00, 3512-LED, 3512-LED
U$5558, 294.10, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5560, 294.09, 169.10, 0.00, 3512-LED, 3512-LED
U$5561, 294.11, 162.90, 180.00, 3512-LED, 3512-LED
U$5562, 285.30, 164.40, 180.00, 0603-1U-CAP, 0603
U$5563, 285.30, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5565, 285.29, 169.10, 0.00, 3512-LED, 3512-LED
U$5566, 285.31, 162.90, 180.00, 3512-LED, 3512-LED
U$5567, 276.50, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5569, 276.49, 169.10, 0.00, 3512-LED, 3512-LED
U$5570, 276.51, 162.90, 180.00, 3512-LED, 3512-LED
U$5571, 267.70, 164.40, 180.00, 0603-1U-CAP, 0603
U$5572, 267.70, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5574, 267.69, 169.10, 0.00, 3512-LED, 3512-LED
U$5575, 267.71, 162.90, 180.00, 3512-LED, 3512-LED
U$5576, 258.90, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5578, 258.89, 169.10, 0.00, 3512-LED, 3512-LED
U$5579, 258.91, 162.90, 180.00, 3512-LED, 3512-LED
U$5580, 250.10, 164.40, 180.00, 0603-1U-CAP, 0603
U$5581, 250.10, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5583, 250.09, 169.10, 0.00, 3512-LED, 3512-LED
U$5584, 250.11, 162.90, 180.00, 3512-LED, 3512-LED
U$5585, 241.30, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5587, 241.29, 169.10, 0.00, 3512-LED, 3512-LED
U$5588, 241.31, 162.90, 180.00, 3512-LED, 3512-LED
U$5589, 232.50, 164.40, 180.00, 0603-1U-CAP, 0603
U$5590, 232.50, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5592, 232.49, 169.10, 0.00, 3512-LED, 3512-LED
U$5593, 232.51, 162.90, 180.00, 3512-LED, 3512-LED
U$5594, 223.70, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5596, 223.69, 169.10, 0.00, 3512-LED, 3512-LED
U$5597, 223.71, 162.90, 180.00, 3512-LED, 3512-LED
U$5598, 214.90, 164.40, 180.00, 0603-1U-CAP, 0603
U$5599, 214.90, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$56, 276.49, 16.10, 0.00, 3512-LED, 3512-LED
U$5601, 214.89, 169.10, 0.00, 3512-LED, 3512-LED
U$5602, 214.91, 162.90, 180.00, 3512-LED, 3512-LED
U$5603, 206.10, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5605, 206.09, 169.10, 0.00, 3512-LED, 3512-LED
U$5606, 206.11, 162.90, 180.00, 3512-LED, 3512-LED
U$5607, 197.30, 164.40, 180.00, 0603-1U-CAP, 0603
U$5608, 197.30, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5610, 197.29, 169.10, 0.00, 3512-LED, 3512-LED
U$5611, 197.31, 162.90, 180.00, 3512-LED, 3512-LED
U$5612, 188.50, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5614, 188.49, 169.10, 0.00, 3512-LED, 3512-LED
U$5615, 188.51, 162.90, 180.00, 3512-LED, 3512-LED
U$5616, 179.70, 164.40, 180.00, 0603-1U-CAP, 0603
U$5617, 179.70, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5619, 179.69, 169.10, 0.00, 3512-LED, 3512-LED
U$5620, 179.71, 162.90, 180.00, 3512-LED, 3512-LED
U$5621, 170.90, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5623, 170.89, 169.10, 0.00, 3512-LED, 3512-LED
U$5624, 170.91, 162.90, 180.00, 3512-LED, 3512-LED
U$5625, 162.10, 164.40, 180.00, 0603-1U-CAP, 0603
U$5626, 162.10, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5628, 162.09, 169.10, 0.00, 3512-LED, 3512-LED
U$5629, 162.11, 162.90, 180.00, 3512-LED, 3512-LED
U$5630, 153.30, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5632, 153.29, 169.10, 0.00, 3512-LED, 3512-LED
U$5633, 153.31, 162.90, 180.00, 3512-LED, 3512-LED
U$5634, 144.50, 164.40, 180.00, 0603-1U-CAP, 0603
